flat_type,price,address,buildup_area,which_floor,furnishing,bedrooms,balcony
2 BHK Flat,0.43,Nalasopara West,905,lower,Semi Furnished,1.0,3.0
2 BHK Flat,1.4,Mira Road East,1150,middle,Semi Furnished,2.0,2.0
2 BHK Flat,1.6,Kandivali West,650,lower,Fully Furnished,2.0,0.0
2 BHK Flat,1.54,Chembur,1150,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.84,Borivali West,1250,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.7,Borivali West,800,lower,Semi Furnished,2.0,2.0
3 BHK Flat,3.45,Borivali West,1100,lower,Unfurnished,3.0,0.0
2 BHK Flat,2.35,Mulund East,1200,middle,Unfurnished,2.0,0.0
3 BHK Flat,6.5,Matunga West,2072,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.6,Kurla West,1063,lower,Semi Furnished,2.0,0.0
3 BHK Flat,12.5,Santacruz West,2400,lower,Semi Furnished,3.0,4.0
2 BHK Flat,1.75,Mulund East,800,lower,Unfurnished,2.0,0.0
3 BHK Flat,2.49,Bhandup West,1080,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.1,Mira Road East,800,middle,Fully Furnished,2.0,3.0
2 BHK Flat,3.1,Sion,1250,middle,Semi Furnished,3.0,3.0
2 BHK Flat,2.2,Kanjurmarg East,1050,middle,Semi Furnished,2.0,0.0
3 BHK Flat,3.55,Mulund West,1239,higher,Semi Furnished,3.0,1.0
2 BHK Flat,1.65,Dahisar East,615,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.98,Mira Road East,1050,lower,Semi Furnished,2.0,2.0
3 BHK Flat,2.75,Borivali West,1200,lower,Unfurnished,3.0,0.0
2 BHK Flat,1.4,Bhandup West,730,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.65,Bhandup West,900,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.4,Virar West,750,lower,Semi Furnished,2.0,3.0
2 BHK Flat,2.1,Borivali West,880,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.2,Mira Road East,756,lower,Semi Furnished,2.0,3.0
2 BHK Flat,0.8,Mira Road East,1050,middle,Semi Furnished,2.0,3.0
2 BHK Flat,1.96,Dahisar West,995,lower,Unfurnished,2.0,2.0
2 BHK Flat,1.55,Kanjurmarg East,819,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.7,Andheri East,900,lower,Semi Furnished,2.0,3.0
2 BHK Flat,0.4,Virar West,900,lower,Semi Furnished,2.0,3.0
2 BHK Flat,2.25,Borivali West,1000,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.74,Virar West,950,middle,Unfurnished,2.0,2.0
2 BHK Flat,2.1,Mulund West,980,middle,Semi Furnished,2.0,0.0
3 BHK Flat,6.0,Sion,1400,middle,Unfurnished,3.0,3.0
2 BHK Flat,0.48,Virar West,880,lower,Unfurnished,2.0,3.0
2 BHK Flat,0.5,Naigaon East,850,lower,Semi Furnished,1.0,4.0
2 BHK Flat,2.73,Wadala,784,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.9,Powai,1000,middle,Semi Furnished,2.0,0.0
3 BHK Flat,2.33,Malad West,1050,lower,Unfurnished,3.0,0.0
2 BHK Flat,1.45,Kurla West,1000,lower,Unfurnished,2.0,0.0
3 BHK Flat,3.15,Santacruz East,1200,lower,Unfurnished,3.0,0.0
2 BHK Flat,1.8,Kandivali East,1080,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.41,Virar West,952,lower,Semi Furnished,2.0,3.0
2 BHK Flat,1.7,Chembur,780,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.2,Mira Road East,1185,middle,Semi Furnished,2.0,3.0
2 BHK Flat,1.45,Kandivali West,865,middle,Unfurnished,2.0,0.0
3 BHK Flat,2.7,Goregaon West,1200,middle,Semi Furnished,3.0,0.0
2 BHK Flat,3.25,Vile Parle East,900,lower,Semi Furnished,2.0,0.0
3 BHK Flat,3.5,Mulund East,1050,middle,Unfurnished,3.0,2.0
2 BHK Flat,3.4,Mahim,850,middle,Unfurnished,2.0,0.0
3 BHK Flat,5.1,Malad West,1600,higher,Semi Furnished,3.0,2.0
3 BHK Flat,3.39,Andheri West,1450,lower,Unfurnished,3.0,1.0
3 BHK Flat,4.3,Chembur,1350,lower,Semi Furnished,3.0,2.0
2 BHK Flat,2.4,Kanjurmarg East,895,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.36,Kandivali West,861,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.8,Chembur,798,lower,Fully Furnished,2.0,0.0
2 BHK Flat,3.5,Andheri West,704,lower,Semi Furnished,2.0,0.0
3 BHK Flat,4.94,Powai,1550,lower,Semi Furnished,3.0,4.0
2 BHK Flat,1.4,Mulund West,707,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.7,Borivali West,724,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.5,Borivali West,800,middle,Unfurnished,2.0,0.0
3 BHK Flat,3.85,Powai,1365,middle,Unfurnished,3.0,1.0
2 BHK Flat,2.1,Powai,724,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.85,Dahisar East,770,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.6,Bhandup West,850,lower,Fully Furnished,2.0,0.0
2 BHK Flat,2.6,Goregaon West,866,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.85,Kurla West,1280,lower,Unfurnished,2.0,1.0
2 BHK Flat,1.6,Mulund West,800,lower,Fully Furnished,2.0,0.0
2 BHK Flat,2.65,Santacruz East,720,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.2,Bhandup West,500,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.65,Malad East,1173,lower,Semi Furnished,2.0,0.0
3 BHK Flat,13.78,Worli,2120,higher,Unfurnished,4.0,0.0
2 BHK Flat,2.02,Kandivali East,1120,middle,Semi Furnished,2.0,3.0
3 BHK Flat,2.7,Kandivali West,1350,middle,Unfurnished,3.0,0.0
2 BHK Flat,1.6,Andheri West,650,lower,Unfurnished,2.0,0.0
3 BHK Flat,3.25,Goregaon West,1200,middle,Semi Furnished,3.0,2.0
2 BHK Flat,2.0,Andheri East,956,lower,Semi Furnished,2.0,0.0
3 BHK Flat,3.33,Ghatkopar East,1086,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.55,Malad East,850,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.6,Borivali West,620,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.4,Kurla West,1200,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.1,Mira Road East,1035,middle,Unfurnished,2.0,4.0
2 BHK Flat,1.85,Borivali West,625,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.35,Goregaon East,600,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.25,Vikhroli East,640,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.08,Mira Road East,1100,lower,Semi Furnished,2.0,3.0
2 BHK Flat,0.38,Virar West,950,lower,Semi Furnished,2.0,3.0
3 BHK Flat,2.85,Chembur,1500,middle,Unfurnished,3.0,3.0
3 BHK Flat,3.56,Chembur,1280,lower,Semi Furnished,3.0,0.0
2 BHK Flat,0.87,Mira Road East,1073,middle,Unfurnished,2.0,3.0
2 BHK Flat,3.65,Vile Parle East,686,lower,Semi Furnished,2.0,2.0
3 BHK Flat,2.4,Mulund East,1050,middle,Unfurnished,3.0,2.0
2 BHK Flat,4.1,Lower Parel,1425,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.42,Mulund East,614,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.9,Bhandup West,1020,middle,Semi Furnished,2.0,0.0
3 BHK Flat,3.1,Mulund West,1049,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.47,Dahisar East,680,middle,Unfurnished,2.0,0.0
3 BHK Flat,3.7,Mulund West,1303,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.75,Mulund West,1336,middle,Unfurnished,3.0,1.0
2 BHK Flat,1.9,Kandivali West,594,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.15,Mulund West,1080,middle,Semi Furnished,2.0,0.0
3 BHK Flat,1.98,Dahisar East,736,middle,Semi Furnished,3.0,0.0
2 BHK Flat,1.64,Kandivali East,1000,middle,Unfurnished,2.0,0.0
2 BHK Flat,0.39,Virar West,930,lower,Semi Furnished,2.0,3.0
2 BHK Flat,0.5,Naigaon East,950,middle,Unfurnished,2.0,3.0
2 BHK Flat,2.3,Santacruz East,1000,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.2,Santacruz East,950,lower,Unfurnished,2.0,0.0
2 BHK Flat,2.9,Santacruz East,950,lower,Semi Furnished,2.0,0.0
3 BHK Flat,5.8,Vile Parle West,1885,lower,Unfurnished,4.0,0.0
2 BHK Flat,4.0,Matunga East,1005,lower,Unfurnished,2.0,0.0
2 BHK Flat,3.2,Goregaon West,950,middle,Semi Furnished,2.0,1.0
2 BHK Flat,0.48,Naigaon East,850,middle,Semi Furnished,1.0,3.0
2 BHK Flat,1.88,Powai,800,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.45,Mira Road East,915,middle,Semi Furnished,2.0,3.0
3 BHK Flat,3.25,Mulund West,1300,lower,Semi Furnished,3.0,0.0
2 BHK Flat,0.47,Naigaon East,775,lower,Unfurnished,2.0,3.0
2 BHK Flat,2.25,Malad West,800,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.45,Vikhroli East,750,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.25,Kandivali West,650,middle,Unfurnished,2.0,0.0
2 BHK Flat,0.85,Virar West,1100,middle,Semi Furnished,2.0,3.0
2 BHK Flat,1.55,Borivali West,715,middle,Semi Furnished,2.0,1.0
2 BHK Flat,1.04,Mira Road East,850,middle,Semi Furnished,2.0,2.0
2 BHK Flat,1.35,Vikhroli East,780,lower,Semi Furnished,2.0,0.0
2 BHK Flat,3.8,Parel,1000,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.95,Mulund East,950,middle,Semi Furnished,2.0,0.0
3 BHK Flat,3.75,Chembur,1000,lower,Semi Furnished,3.0,0.0
3 BHK Flat,2.79,Mulund East,1200,lower,Semi Furnished,3.0,3.0
2 BHK Flat,1.45,Kanjurmarg East,873,lower,Semi Furnished,2.0,0.0
3 BHK Flat,2.95,Mulund West,1049,middle,Semi Furnished,3.0,0.0
3 BHK Flat,3.36,Mulund West,1206,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.35,Kanjurmarg East,1300,middle,Semi Furnished,3.0,0.0
2 BHK Flat,2.6,Powai,1300,middle,Unfurnished,2.0,1.0
2 BHK Flat,2.85,Santacruz East,1000,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.75,Chembur,730,lower,Fully Furnished,2.0,0.0
2 BHK Flat,3.2,Vile Parle East,950,lower,Unfurnished,2.0,0.0
3 BHK Flat,3.21,Matunga East,925,lower,Unfurnished,3.0,0.0
3 BHK Flat,3.65,Powai,1625,lower,Semi Furnished,3.0,1.0
2 BHK Flat,1.25,Kandivali East,750,middle,Semi Furnished,2.0,1.0
2 BHK Flat,2.2,Chembur,840,lower,Semi Furnished,2.0,0.0
3 BHK Flat,3.02,Powai,1250,lower,Semi Furnished,3.0,1.0
2 BHK Flat,1.55,Mulund West,765,middle,Semi Furnished,2.0,0.0
3 BHK Flat,5.4,Andheri West,1650,middle,Fully Furnished,3.0,1.0
2 BHK Flat,2.1,Goregaon East,812,middle,Fully Furnished,2.0,0.0
2 BHK Flat,1.55,Kandivali East,850,middle,Unfurnished,2.0,0.0
2 BHK Flat,3.2,Andheri West,1050,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.65,Jogeshwari West,790,middle,Semi Furnished,2.0,0.0
3 BHK Flat,2.09,Dahisar West,1100,lower,Fully Furnished,3.0,0.0
2 BHK Flat,1.3,Mira Road East,1050,middle,Unfurnished,2.0,4.0
3 BHK Flat,4.75,Kurla East,2100,lower,Semi Furnished,3.0,2.0
2 BHK Flat,1.25,Mira Road East,918,middle,Semi Furnished,2.0,3.0
2 BHK Flat,1.6,Borivali West,1043,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.71,Kandivali West,660,middle,Unfurnished,2.0,0.0
3 BHK Flat,2.65,Andheri West,1250,middle,Semi Furnished,3.0,1.0
3 BHK Flat,8.0,Santacruz West,1414,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.76,Kandivali East,900,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.5,Andheri West,750,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.25,Kanjurmarg West,900,middle,Fully Furnished,2.0,1.0
2 BHK Flat,0.35,Nalasopara West,1000,lower,Semi Furnished,2.0,3.0
2 BHK Flat,1.7,Goregaon East,800,lower,Semi Furnished,2.0,0.0
3 BHK Flat,3.7,Chembur,1450,lower,Semi Furnished,3.0,1.0
2 BHK Flat,3.35,Powai,1250,middle,Semi Furnished,2.0,1.0
2 BHK Flat,1.75,Kandivali East,1125,lower,Semi Furnished,2.0,2.0
3 BHK Flat,3.15,Goregaon West,1089,middle,Semi Furnished,3.0,2.0
3 BHK Flat,6.9,Powai,2000,middle,Unfurnished,3.0,1.0
2 BHK Flat,1.06,Mira Road East,1000,middle,Semi Furnished,2.0,1.0
3 BHK Flat,3.6,Kandivali East,1600,middle,Unfurnished,3.0,0.0
2 BHK Flat,0.62,Virar West,950,lower,Semi Furnished,2.0,2.0
3 BHK Flat,5.0,Andheri West,1400,middle,Unfurnished,3.0,0.0
2 BHK Flat,2.7,Agripada,1000,lower,Unfurnished,2.0,0.0
3 BHK Flat,4.0,Kanjurmarg West,1960,middle,Fully Furnished,3.0,1.0
2 BHK Flat,2.11,Kandivali East,850,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.12,Mira Road East,850,middle,Semi Furnished,3.0,2.0
2 BHK Flat,1.45,Kandivali West,720,middle,Semi Furnished,2.0,1.0
2 BHK Flat,3.1,Prabhadevi,700,lower,Unfurnished,2.0,0.0
3 BHK Flat,2.85,Borivali West,1050,lower,Semi Furnished,3.0,0.0
2 BHK Flat,2.15,Andheri West,650,middle,Unfurnished,2.0,0.0
2 BHK Flat,2.0,Kanjurmarg East,1050,middle,Unfurnished,2.0,0.0
3 BHK Flat,2.9,Mulund West,1300,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.68,Kanjurmarg West,661,middle,Semi Furnished,2.0,0.0
3 BHK Flat,4.3,Andheri West,1600,middle,Unfurnished,3.0,2.0
3 BHK Flat,3.5,Powai,1350,middle,Semi Furnished,3.0,1.0
3 BHK Flat,5.75,Andheri West,1050,lower,Fully Furnished,3.0,0.0
3 BHK Flat,2.65,Bhandup West,920,middle,Semi Furnished,3.0,2.0
2 BHK Flat,1.2,Mira Road East,911,middle,Semi Furnished,2.0,3.0
3 BHK Flat,5.5,Andheri West,2385,lower,Unfurnished,4.0,0.0
3 BHK Flat,3.6,Kandivali East,1750,middle,Unfurnished,3.0,0.0
3 BHK Flat,2.75,Ghatkopar West,913,lower,Semi Furnished,3.0,0.0
3 BHK Flat,7.5,Byculla,1900,middle,Unfurnished,3.0,0.0
2 BHK Flat,1.98,Borivali West,855,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.75,Borivali West,900,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.4,Andheri West,665,lower,Unfurnished,2.0,0.0
2 BHK Flat,2.56,Andheri West,1200,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.7,Chembur,999,lower,Unfurnished,2.0,3.0
3 BHK Flat,2.5,Mulund West,1303,lower,Semi Furnished,3.0,0.0
2 BHK Flat,1.21,Kanjurmarg West,489,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.25,Kandivali East,850,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.8,Mulund West,800,lower,Semi Furnished,2.0,0.0
3 BHK Flat,3.5,Malad West,1350,lower,Unfurnished,3.0,0.0
3 BHK Flat,1.45,Thane West,908,middle,Unfurnished,3.0,3.0
2 BHK Flat,1.18,Kanjurmarg West,489,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.77,Mira Road East,785,middle,Fully Furnished,2.0,3.0
3 BHK Flat,2.95,Powai,1450,middle,Fully Furnished,3.0,2.0
2 BHK Flat,2.2,Malad West,900,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.22,Kanjurmarg West,753,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.7,Mulund East,950,lower,Fully Furnished,2.0,0.0
2 BHK Flat,2.46,Chembur,1100,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.3,Goregaon West,1050,middle,Fully Furnished,2.0,0.0
2 BHK Flat,1.05,Mira Road East,1050,lower,Semi Furnished,2.0,3.0
2 BHK Flat,1.75,Kanjurmarg East,790,higher,Semi Furnished,2.0,0.0
2 BHK Flat,1.48,Bhandup West,1065,middle,Semi Furnished,2.0,1.0
2 BHK Flat,6.5,Khar West,1200,lower,Semi Furnished,2.0,1.0
2 BHK Flat,0.69,Virar West,900,lower,Semi Furnished,2.0,3.0
2 BHK Flat,0.5,Naigaon East,920,middle,Unfurnished,2.0,3.0
2 BHK Flat,1.55,Bhandup West,700,middle,Fully Furnished,2.0,0.0
3 BHK Flat,3.35,Kandivali East,1295,middle,Unfurnished,3.0,1.0
2 BHK Flat,2.65,Chembur,1050,lower,Semi Furnished,2.0,2.0
2 BHK Flat,1.73,Borivali East,960,middle,Fully Furnished,2.0,1.0
2 BHK Flat,0.52,Naigaon East,775,middle,Semi Furnished,2.0,3.0
2 BHK Flat,1.3,Mira Road East,1026,middle,Unfurnished,2.0,0.0
3 BHK Flat,3.4,Goregaon East,1250,middle,Unfurnished,3.0,0.0
2 BHK Flat,0.49,Naigaon East,650,lower,Unfurnished,2.0,2.0
2 BHK Flat,3.15,Santacruz East,950,lower,Unfurnished,2.0,0.0
2 BHK Flat,0.43,Virar West,900,lower,Unfurnished,2.0,0.0
3 BHK Flat,6.0,Jogeshwari East,2400,middle,Semi Furnished,3.0,0.0
2 BHK Flat,3.15,Santacruz East,1200,lower,Semi Furnished,2.0,0.0
3 BHK Flat,4.5,Vile Parle West,1250,lower,Unfurnished,3.0,0.0
2 BHK Flat,1.6,Chembur,1650,lower,Unfurnished,2.0,2.0
2 BHK Flat,1.05,Vikhroli East,710,lower,Semi Furnished,2.0,3.0
3 BHK Flat,4.1,Goregaon West,1440,middle,Semi Furnished,3.0,0.0
2 BHK Flat,1.21,Goregaon East,1050,middle,Semi Furnished,2.0,0.0
2 BHK Flat,0.87,Vasai East,850,middle,Semi Furnished,2.0,2.0
2 BHK Flat,0.46,Naigaon East,865,middle,Unfurnished,2.0,4.0
2 BHK Flat,3.75,Vile Parle East,1200,lower,Unfurnished,2.0,2.0
2 BHK Flat,3.45,Vile Parle East,1123,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.8,Chembur,750,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.5,Naigaon East,740,middle,Semi Furnished,2.0,3.0
3 BHK Flat,6.3,Bandra West,1350,lower,Semi Furnished,3.0,1.0
2 BHK Flat,1.9,Kandivali East,985,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.34,Kandivali West,750,middle,Unfurnished,2.0,0.0
3 BHK Flat,7.6,Khar West,1400,lower,Semi Furnished,3.0,0.0
3 BHK Flat,5.9,Matunga East,1450,middle,Semi Furnished,3.0,0.0
2 BHK Flat,0.9,Mira Road East,523,lower,Unfurnished,2.0,2.0
2 BHK Flat,0.96,Mira Road East,1020,lower,Semi Furnished,2.0,3.0
3 BHK Flat,2.7,Andheri East,1500,lower,Semi Furnished,3.0,1.0
2 BHK Flat,3.25,Agripada,1100,middle,Unfurnished,2.0,1.0
3 BHK Flat,5.0,Dadar West,875,middle,Unfurnished,3.0,0.0
2 BHK Flat,0.95,Mira Road East,1060,lower,Semi Furnished,2.0,4.0
2 BHK Flat,0.82,Dahisar East,950,middle,Unfurnished,2.0,3.0
2 BHK Flat,1.75,Chembur,751,lower,Semi Furnished,3.0,0.0
2 BHK Flat,2.4,Parel,750,middle,Semi Furnished,2.0,3.0
2 BHK Flat,1.5,Malad West,700,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.5,Vikhroli East,595,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.68,Vasai East,1070,lower,Unfurnished,2.0,3.0
2 BHK Flat,0.49,Naigaon East,850,lower,Semi Furnished,2.0,4.0
2 BHK Flat,0.5,Virar West,960,lower,Semi Furnished,2.0,1.0
2 BHK Flat,1.87,Kandivali West,975,middle,Fully Furnished,2.0,2.0
2 BHK Flat,1.65,Malad West,900,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.2,Mira Road East,1020,lower,Fully Furnished,2.0,3.0
2 BHK Flat,1.71,others,1050,middle,Unfurnished,2.0,2.0
2 BHK Flat,0.62,Thane West,750,lower,Unfurnished,2.0,1.0
2 BHK Flat,0.88,Mira Road East,1021,lower,Semi Furnished,2.0,3.0
2 BHK Flat,2.56,Byculla,957,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.99,Borivali West,948,lower,Unfurnished,2.0,0.0
3 BHK Flat,11.0,Lower Parel,2350,higher,Unfurnished,3.0,1.0
2 BHK Flat,1.11,Andheri East,616,lower,Unfurnished,2.0,0.0
2 BHK Flat,0.87,Mira Road East,911,lower,Semi Furnished,2.0,2.0
2 BHK Flat,3.75,Vikhroli East,990,lower,Semi Furnished,2.0,2.0
2 BHK Flat,2.14,Malad East,1050,lower,Semi Furnished,2.0,2.0
2 BHK Flat,0.76,Mira Road East,882,lower,Unfurnished,2.0,3.0
2 BHK Flat,1.55,Wadala East,640,middle,Unfurnished,2.0,0.0
2 BHK Flat,1.56,Kandivali West,1072,higher,Semi Furnished,2.0,1.0
2 BHK Flat,1.03,Vikhroli East,600,middle,Semi Furnished,2.0,0.0
2 BHK Flat,1.67,Ghatkopar East,800,lower,Semi Furnished,2.0,0.0
2 BHK Flat,2.06,Govandi,888,middle,Fully Furnished,2.0,2.0
2 BHK Flat,1.9,Ghatkopar West,820,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.41,Kandivali East,990,middle,Fully Furnished,2.0,0.0
3 BHK Flat,6.0,Matunga East,1680,middle,Semi Furnished,3.0,0.0
2 BHK Flat,2.2,Mulund East,1150,lower,Semi Furnished,2.0,0.0
2 BHK Flat,1.9,Govandi,730,lower,Unfurnished,2.0,0.0
3 BHK Flat,3.25,Bandra East,1298,lower,Unfurnished,3.0,1.0
2 BHK Flat,2.1,Mulund West,880,middle,Unfurnished,2.0,0.0
2 BHK Flat,0.98,Mira Road East,1060,lower,Semi Furnished,2.0,2.0
2 BHK Flat,2.3,Chembur,750,lower,Semi Furnished,2.0,0.0
2 BHK Flat,0.84,Mira Road East,683,lower,Semi Furnished,2.0,3.0
2 BHK Flat,2.42,Borivali East,890,middle,Semi Furnished,2.0,2.0
2 BHK Flat,2.52,Chembur,800,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.2,Mira Road East,936,lower,Semi Furnished,2.0,4.0
2 BHK Flat,1.8,Chembur,580,lower,Semi Furnished,2.0,0.0
3 BHK Flat,3.2,Mulund East,1400,middle,Semi Furnished,3.0,2.0
3 BHK Flat,3.0,Andheri West,1150,lower,Semi Furnished,3.0,0.0
2 BHK Flat,2.95,Bandra East,1056,lower,Unfurnished,2.0,1.0
2 BHK Flat,2.0,Chembur,750,lower,Unfurnished,2.0,0.0
2 BHK Flat,3.1,Sion,955,middle,Unfurnished,2.0,1.0
2 BHK Flat,0.93,Bhayandar East,920,lower,Semi Furnished,2.0,3.0
2 BHK Flat,1.35,Chembur,720,lower,Unfurnished,2.0,0.0
3 BHK Flat,3.4,Mulund West,1650,lower,Semi Furnished,3.0,1.0
3 BHK Flat,2.5,Dahisar East,1050,middle,Semi Furnished,3.0,0.0
2 BHK Flat,4.3,Vile Parle East,848,lower,Unfurnished,2.0,0.0
2 BHK Flat,1.9,Kandivali East,1010,middle,Unfurnished,2.0,0.0
3 BHK Flat,4.5,Borivali East,1560,higher,Unfurnished,3.0,3.0
3 BHK Flat,4.85,Malad East,1800,higher,Fully Furnished,3.0,3.0
2 BHK Flat,2.3,Andheri West,800,lower,Semi Furnished,2.0,3.0
2 BHK Flat,3.15,Andheri West,1150,middle,Semi Furnished,2.0,0.0
2 BHK Flat,2.2,Kandivali East,960,middle,Unfurnished,2.0,0.0
3 BHK Flat,4.22,Borivali East,1250,lower,Unfurnished,3.0,3.0
1 BHK Flat,0.96,Dahisar West,650,lower,Semi Furnished,2.0,0.0
1 BHK Flat,0.92,Chembur,500,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.85,Kurla East,600,lower,Semi Furnished,1.0,2.0
1 BHK Flat,0.85,Kurla East,600,lower,Semi Furnished,1.0,0.0
1 BHK Flat,1.07,Borivali West,650,middle,Semi Furnished,2.0,0.0
1 BHK Flat,1.3,Kandivali East,470,lower,Semi Furnished,1.0,0.0
1 BHK Flat,1.16,Borivali West,650,lower,Semi Furnished,2.0,0.0
1 BHK Flat,1.02,Borivali West,600,lower,Semi Furnished,1.0,0.0
1 BHK Flat,1.1,Borivali West,600,middle,Semi Furnished,2.0,0.0
1 BHK Flat,1.1,Borivali West,650,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.75,Kandivali East,560,lower,Unfurnished,1.0,0.0
1 BHK Flat,1.15,Kandivali East,700,lower,Fully Furnished,1.0,0.0
1 BHK Flat,0.7,Bhayandar East,695,lower,Semi Furnished,1.0,3.0
1 BHK Flat,0.95,Dahisar West,600,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.95,Kandivali East,700,lower,Fully Furnished,1.0,0.0
1 BHK Flat,0.7,Mira Road East,650,lower,Unfurnished,2.0,2.0
1 BHK Flat,0.29,Virar West,635,lower,Semi Furnished,1.0,2.0
1 BHK Flat,1.19,Powai,585,lower,Unfurnished,1.0,0.0
1 BHK Flat,1.01,Powai,555,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.65,Mira Road East,690,lower,Semi Furnished,1.0,3.0
1 BHK Flat,0.65,Bhayandar East,695,lower,Semi Furnished,1.0,2.0
1 BHK Flat,1.3,Wadala East,550,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.99,Ghatkopar West,460,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.93,Kandivali East,525,lower,Semi Furnished,1.0,0.0
1 BHK Flat,0.65,Mira Road East,695,lower,Semi Furnished,1.0,3.0
1 BHK Flat,0.6,Mira Road East,650,lower,Semi Furnished,1.0,2.0
1 BHK Flat,0.65,Mira Road East,595,lower,Semi Furnished,1.0,2.0
1 BHK Flat,1.2,Lower Parel,500,middle,Semi Furnished,1.0,0.0
1 BHK Flat,1.7,Andheri West,650,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.3,Naigaon West,580,lower,Unfurnished,2.0,0.0
1 BHK Flat,0.26,Naigaon West,400,lower,Unfurnished,1.0,0.0
1 BHK Flat,0.9,Chembur,350,lower,Unfurnished,2.0,0.0
1 BHK Flat,0.75,Mira Road East,700,lower,Unfurnished,1.0,3.0
1 BHK Flat,0.76,Mira Road East,700,middle,Unfurnished,1.0,3.0
1 BHK Flat,0.72,Mira Road East,700,lower,Unfurnished,1.0,3.0
1 BHK Flat,0.75,Mira Road East,750,lower,Unfurnished,1.0,3.0
1 BHK Flat,0.76,Mira Road East,700,lower,Unfurnished,1.0,3.0
1 BHK Flat,0.76,Mira Road East,750,middle,Unfurnished,1.0,3.0
1 BHK Flat,0.71,Mira Road East,750,lower,Unfurnished,2.0,3.0
1 BHK Flat,0.71,Mira Road East,750,lower,Unfurnished,1.0,3.0
